auction_id,auction_url,start_date,end_date,lot_id,price_realised,estimate_low,estimate_high,currency,auction_title,auction_location,artist,item_title,item_url,description_txt
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,801,529200.0,60000.0,80000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Court Life,https://www.christies.com/lot/lot-6427580?ldp_breadcrumb=back&intObjectID=6427580&from=salessummary&lid=1,"ANONYMOUS (18TH CENTURY)<br>,Court Life<br>,Four scrolls mounted as a handscroll ink and colour on silk<br>,Each scroll measures approx. 29.2 x 119 cm. (11 1/2 x 46 7/8 in.)<br>,Fourteen collector&#8217;s seals including four of Lin Zexu (1785-1850)<br>,Four illegible seals<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,802,529200.0,220000.0,280000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Children at Play,https://www.christies.com/lot/lot-6427581?ldp_breadcrumb=back&intObjectID=6427581&from=salessummary&lid=1,"ANONYMOUS (16TH -17TH CENTURY)<br>,Children at Play<br>,Hanging scroll ink and colour on silk<br>,139.5 x 76 cm. (54 7/8 x 29 7/8 in.)<br>,Without signature or seal<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,803,302400.0,250000.0,350000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Mountain Immortals,https://www.christies.com/lot/lot-6427582?ldp_breadcrumb=back&intObjectID=6427582&from=salessummary&lid=1,"ANONYMOUS (15TH-16TH CENTURY)<br>,Mountain Immortals<br>,Scroll mounted and framed ink and colour on silk<br>,178 x 97.5 cm. (70 1/8 x 38 3/8 in.)<br>,Three collector&#8217;s seals<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,804,,200000.0,300000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Begonia and Sparrow,https://www.christies.com/lot/lot-6427583?ldp_breadcrumb=back&intObjectID=6427583&from=salessummary&lid=1,"ANONYMOUS (13TH CENTURY)<br>,Begonia and Sparrow<br>,Hanging scroll ink and colour on silk<br>,21.2 x 21.2 cm. (8 3/8 x 8 3/8 in.)<br>,Without signature or seal<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,805,,250000.0,350000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,WITH SIGNATURE OF QIAN XUAN,Sprig of Jasmine,https://www.christies.com/lot/lot-6427584?ldp_breadcrumb=back&intObjectID=6427584&from=salessummary&lid=1,"WITH SIGNATURE OF QIAN XUAN (16TH-17TH CENTURY)<br>,Sprig of Jasmine<br>,Hanging scroll ink and colour on silk<br>,54 x 44.5 cm. (21 1/4 x 17 1/2 in.)<br>,Signed with two seals<br>,Colophons by Ke Jiusi and Wang Lianshan with a total of four seals<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,806,1197000.0,800000.0,1200000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Caturdharma-nirdesha-sutra,https://www.christies.com/lot/lot-6427585?ldp_breadcrumb=back&intObjectID=6427585&from=salessummary&lid=1,"ANONYMOUS (7TH CENTURY)<br>,Caturdharma-nirdesha-sutra<br>,Handscroll ink on paper<br>,26.5 x 410 cm. (10 1/2 x 161 3/8 in.)<br>,Inscribed and dated third year of Shengli reign of Wu Zhou dynasty (700)<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,807,126000.0,120000.0,180000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Manjusri,https://www.christies.com/lot/lot-6427586?ldp_breadcrumb=back&intObjectID=6427586&from=salessummary&lid=1,"ANONYMOUS (17TH CENTURY)<br>,Manjusri<br>,Hanging scroll ink and colour on silk<br>,150 x 72 cm. (59 x 28 3/8 in.)<br>,Without signature or seal<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,808,,800000.0,1000000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Luohans,https://www.christies.com/lot/lot-6427587?ldp_breadcrumb=back&intObjectID=6427587&from=salessummary&lid=1,"ANONYMOUS (17TH CENTURY)<br>,Luohans<br>,Hanging scroll ink and colour on silk<br>,193 x 93.5 cm. (76 x 36 3/4 in.)<br>,Inscribed and dated forty-fifth year of the Wanli period (1617)<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,809,,120000.0,200000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Egrets by the Willow Shore,https://www.christies.com/lot/lot-6427588?ldp_breadcrumb=back&intObjectID=6427588&from=salessummary&lid=1,"ANONYMOUS (17TH CENTURY)<br>,Egrets by the Willow Shore<br>,Scroll mounted and framed ink and colour on silk<br>,188 x 95.5 cm. (74 x 37 5/8 in.)<br>,Without signature or seal<br>,"
29923,https://www.christies.com/en/auction/fine-chinese-classical-paintings-and-calligraphy-29923/,2023-05-31T16:00Z,2023-06-01T00:00Z,810,163800.0,60000.0,80000.0,HKD,Fine Chinese Classical Paintings and Calligraphy,Hong Kong,ANONYMOUS,Scholars Gathering,https://www.christies.com/lot/lot-6427589?ldp_breadcrumb=back&intObjectID=6427589&from=salessummary&lid=1,"ANONYMOUS (17TH CENTURY)<br>,Scholars Gathering<br>,Hanging scroll ink and colour on silk<br>,149 x 80 cm. (58 5/8 x 31 1/2 in.)<br>,Three seals<br>,"
