auction_id,auction_url,start_date,end_date,lot_id,price_realised,estimate_low,estimate_high,currency,auction_title,auction_location,artist,item_title,item_url,description_txt
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,301,630000.0,300000.0,500000.0,HKD,21st Century Art Day Sale,Hong Kong,CUI JIE,Sunworld Dynasty Hotel Taipei,https://www.christies.com/lot/lot-6429618?ldp_breadcrumb=back&intObjectID=6429618&from=salessummary&lid=1,"CUI JIE (B. 1983)<br>,<i>Sunworld Dynasty Hotel Taipei</i><br>,signed in Chinese signed again and dated 'Cui Jie 2020' (on the reverse)<br>,acrylic on canvas<br>,100 x 150 cm. (39 3/8 x 59 in.)<br>,Painted in 2020<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,302,819000.0,280000.0,500000.0,HKD,21st Century Art Day Sale,Hong Kong,HUANG YUXING,Clasp the Moon,https://www.christies.com/lot/lot-6429619?ldp_breadcrumb=back&intObjectID=6429619&from=salessummary&lid=1,"HUANG YUXING (B.1975)<br>,<i>Clasp the Moon</i><br>,signed and dated 'HUANG. Yuxing 16-17' (on the reverse)<br>,acrylic on canvas<br>,50 x 50 cm. (19 5/8 x 19 5/8 in.)<br>,Painted in 2016-2017<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,303,882000.0,300000.0,500000.0,HKD,21st Century Art Day Sale,Hong Kong,DIANE DAL-PRA,Una Vita Cosi,https://www.christies.com/lot/lot-6429620?ldp_breadcrumb=back&intObjectID=6429620&from=salessummary&lid=1,"DIANE DAL-PRA (B. 1991)<br>,<i>Una Vita Cosi</i><br>,signed 'dal-Pra' (on the reverse)<br>,oil on linen<br>,97 x 130 cm. (38 1/4 x 51 1/8 in.)<br>,Painted in 2019<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,304,478800.0,100000.0,200000.0,HKD,21st Century Art Day Sale,Hong Kong,FIRENZE LAI,Bended World,https://www.christies.com/lot/lot-6429621?ldp_breadcrumb=back&intObjectID=6429621&from=salessummary&lid=1,"FIRENZE LAI (B. 1984)<br>,<i>Bended World</i><br>,oil on paper<br>,40.5 x 30.5 cm (16 x 12 in.)<br>,Painted in 2013<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,305,1134000.0,600000.0,900000.0,HKD,21st Century Art Day Sale,Hong Kong,GENESIS TRAMAINE,Mama Watched It Be So,https://www.christies.com/lot/lot-6429622?ldp_breadcrumb=back&intObjectID=6429622&from=salessummary&lid=1,"GENESIS TRAMAINE (B. 1983)<br>,<i>Mama Watched It Be So</i><br>,signed with artist's signature and dated '19'' (on the overlap)<br>,acrylic oil sticks and spray paint on canvas<br>,152.4 x 121.9 cm. (60 x 48 in.)<br>,Painted in 2019<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,307,2268000.0,1000000.0,2000000.0,HKD,21st Century Art Day Sale,Hong Kong,SCOTT KAHN,Berkshire Spring,https://www.christies.com/lot/lot-6429624?ldp_breadcrumb=back&intObjectID=6429624&from=salessummary&lid=1,"SCOTT KAHN (B. 1946)<br>,<i>Berkshire Spring</i><br>,signed and dated 'Scott Kahn '05' (lower right)<br>,oil on linen<br>,111.7 x 127 cm. (44 x 50 in.)<br>,Painted in 2005<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,308,3024000.0,800000.0,1200000.0,HKD,21st Century Art Day Sale,Hong Kong,SCOTT KAHN,New Moon,https://www.christies.com/lot/lot-6429625?ldp_breadcrumb=back&intObjectID=6429625&from=salessummary&lid=1,"SCOTT KAHN (B. 1946)<br>,<i>New Moon</i><br>,signed titled inscribed and dated &#8216;NEW MOON KAHN 2013 2013 Scott Kahn all rights reserved&#8217; (on the overlap)<br>,oil on linen<br>,60.9 x 71.1 cm. (24 x 28 in.)<br>,Painted in 2013<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,309,4410000.0,3000000.0,5000000.0,HKD,21st Century Art Day Sale,Hong Kong,HERNAN BAS,Secret Hideout of the Flamingo Gang (Abandoned Paddle Boats),https://www.christies.com/lot/lot-6429626?ldp_breadcrumb=back&intObjectID=6429626&from=salessummary&lid=1,"HERNAN BAS (B. 1978)<br>,<i>Secret Hideout of the Flamingo Gang (Abandoned Paddle Boats)</i><br>,signed with artist's initials and dated 'HB 14' (lower left); signed dated and titled 'Secret Hideout of the Flamingo Gang (Abandoned Paddle Boats) HB 2014' (on the reverse)<br>,acrylic on linen<br>,182.9 x 152.4 cm. (72 x 60 in.)<br>,Painted in 2014<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,310,1764000.0,900000.0,1500000.0,HKD,21st Century Art Day Sale,Hong Kong,EMI KURAYA,Yokosuka Seaside,https://www.christies.com/lot/lot-6429627?ldp_breadcrumb=back&intObjectID=6429627&from=salessummary&lid=1,"EMI KURAYA (B. 1995)<br>,<i>Yokosuka Seaside</i><br>,signed and dated '2018 Emi Kuraya' (on the overlap)<br>,oil on canvas<br>,227.3 x 181.8 cm. (89 1/2 x 71 5/8 in.)<br>,Painted in 2018<br>,"
29785,https://www.christies.com/en/auction/21st-century-art-day-sale-29785/,2023-05-28T16:00Z,2023-05-29T00:00Z,311,2394000.0,400000.0,600000.0,HKD,21st Century Art Day Sale,Hong Kong,IZUMI KATO,Untitled,https://www.christies.com/lot/lot-6429628?ldp_breadcrumb=back&intObjectID=6429628&from=salessummary&lid=1,"IZUMI KATO (B. 1969)<br>,<i>Untitled</i><br>,each signed with artist&#8217;s monogram and dated &#8216;2008&#8217; (on the reverse)<br>,three oil on canvas<br>,60.6 x 50 cm. (23 7/8 x 19 5/8 in.); 53 x 41 cm. (20 7/8 x 16 1/8 in.); 72.7 x 60.6 cm. (28 5/8 x 23 7/8 in.)<br>,Painted in 2008<br>,"
